added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
DjInfamous804,Mysonne,sponsored,no,"""The General"" Mysonne of Black Wall Street taking matters into his own hands displaying the versatility. @Mysonne @DjInfamous804",yes,8359,Dj Infamous aka Da Missin Link,9071,48,5,2/28/2012,yes,Rhyme Over Reason,22,48259
Da_ChiiNk,Eldorado Red,sponsored,no,New mixtape from Eldorado Red hosted by Trap-A-Holics. Follow him @BGMEldorado,yes,6135,Trap-A-Holics,9512,41,4,2/28/2012,yes,McRado's 2,28,41694
IAmMixtapes,Neef Buck,exclusive,no,"New mixtape from Neef Buck ""Forever Do Me 4: Loyalty Before Royalty""",yes,18025,,30022,68,5,2/28/2012,yes,Forever Do Me 4: Loyalty Before Royalty,15,130525
flybeats09,Ghostface Killah & DJ Premier,sponsored,no,Free EP from Ghostface Killah & DJ Premier hosted by Hevehitta & DJ Unexpected,yes,30345,Hevehitta & DJ Unexpected,41643,166,5,2/28/2012,yes,Duel Of The Iron Fists EP,7,177941
IAmMixtapes,Miguel,sponsored,no,Miguel releases a FREE EP with a few tracks for his fans.,yes,130671,,98095,180,5,2/28/2012,yes,Art Dealer Chic Vol.1 EP,3,467905
IAmMixtapes,Russell W. Howard,sponsored,no,"New Mixtape self produced w/ features from Nipsey Hussle, Jon Connor, Freddie Gibbs etc",yes,1612,,2931,14,5,2/28/2012,yes,Beautiful Distraction,16,18750
LilBtheBasedGod,"Lil B ""The BasedGod""",exclusive,no,"THIS 1st CLASSIC OF 2012 AND MABY THE LAST CLASSIC OF 2012 BASEDWORLD RECORDS SAYS LIL B HAS CHANGED MUSIC THATS WHY THEY BELIVE IN HIM SO MUCH - Lil B
http://www.facebook.com/LILBTHEBASEDGOD",yes,123263,The BasedGod,114980,634,5,2/27/2012,yes,Gods Father,34,454723
IAmMixtapes,Don Trip,exclusive,no,"New mixtape from Don Trip ""Guerilla"" Hosted by DJ Drama.  Follow on twitter @MrDonTrip @DJDrama @DatPiffmixtapes",yes,181612,DJ Drama,206125,535,5,2/27/2012,yes,Guerrilla,17,739770
IAmMixtapes,Maybach Dice,exclusive,no,"Maybach Music Group & Bangem Smurf Maybach Dice ""The Chozen One""",yes,1630,MMG,3980,11,5,2/27/2012,yes,The Chozen One,9,27807
IAmMixtapes,Big Kuntry King,sponsored,no,New mixtape from Big Kuntry King,yes,10490,,14276,47,5,2/27/2012,yes,100%,16,72684
flybeats09,"Ski Beatz, Cam'ron, Vado & McKenzie Eddy",sponsored,no,"Free EP from Ski Beatz starring Cam'ron, Vado & McKenzie Eddy",yes,12370,,24081,62,4,2/27/2012,yes,Blu Tops EP,5,113145
Deadlybrooke666,Hodgy Beats,sponsored,no,"Hodgy Beats releases his debut EP ""Untitled EP"". which features 8 tracks including his newest single ""Ave.""",yes,95980,OFWGKTA & Mellowhype,76087,294,5,2/26/2012,yes,Untitled EP,8,331851
flybeats09,L.A.D Aka LA The Darkman,exclusive,no,New mixtape from L.A.D aka LA The Darkman hosted by DJ Moon Dawg & DJ Head Debiase. Follow on twitter: www.twitter.com/CEOLAD,yes,5389,DJ Moon Dawg & DJ Head Debiase,8600,38,4,2/25/2012,yes,Midwest Kush: Pyrex Edition Pt 2,16,73053
flybeats09,Plies,sponsored,no,New mixtape from Plies presented by Big Gates Records,yes,188640,,195889,417,4,2/24/2012,yes,On Trial,17,668614
IAmMixtapes,Torch,exclusive,no,"New mixtape from MMG's TORCH ""U-nderestimated F-orgotten O-verlooked"" (U.F.O Vol 2) Hosted by DJ Scream & DJ Swamp Izzo. Follow @Djscream   @SwampIzzo @TORCHMMG, @MaybachMusicgrp,  @SPECIALYSTENT @ MuscleMgmnt",yes,29369,DJ Scream & DJ Swamp Izzo,20956,90,5,2/24/2012,yes,U.F.O Vol 2,12,136843
IAmMixtapes,Ruff Ryders,exclusive,no,"New compilation from the modern day Ruff Ryders including Mook, DMX, Drag-On, The Lox & more!",yes,30712,DJ Khaled,57254,167,4,2/22/2012,yes,"Past, Present, Future",20,347912
Da_ChiiNk,Juvenile,sponsored,no,"Juvie's back with his new mixtape ""Mardi Gras"" hosted by DJ Smallz. Follow him @JuvieTheGreat",yes,90137,DJ Smallz,86638,233,5,2/21/2012,yes,Mardi Gras,13,305665
flybeats09,Mean Doe Green,exclusive,no,New mixtape from Mean Doe Green from Raekwon's Ice Water Crew hosted by DJ Far,yes,9422,DJ Far,4474,13,5,2/21/2012,yes,Shade Proof,12,43761
IAmMixtapes,Young AC,exclusive,no,"New mixtape Broward County's YOUNG A.C. ""Forever Live Young Pt 2"". Hosted by DJ Ill Will and Presented by Deepside Ent & DatPiff.com.  Follow on twitter @youngAC954 @Deepsideent @rickdeepside @deejayillwill @thepresidentCB @datpiffmixtapes",yes,13316,DJ Ill Will & Deepside Ent,25265,94,5,2/21/2012,yes,F.L.Y. 2,14,145397
flybeats09,Prodigy,exclusive,no,"New mixtape from Prodigy of Mobb Deep ""H.N.I.C. 3"". Follow on twitter: www.twitter.com/PRODIGYMOBBDEEP",yes,65278,,82340,306,5,2/21/2012,yes,H.N.I.C. 3,26,328819
IAmMixtapes,Maybach Dice,exclusive,no,"New mixtape from Maybach Dive ""A Haters Nightmare"" Prestented by MMG & Bangem Smurf",yes,4155,MMG & Bangem Smurf,12271,26,4,2/18/2012,yes,A Haters Nightmare,9,69861
IAmMixtapes,SAP,exclusive,no,"New mixtape from SAP ""Surprise, Surprise""",yes,4712,The P.I.O.N.E.E.R.S.,10351,58,4,2/17/2012,yes,"Surprise, Surprise",11,91521
flybeats09,211,sponsored,no,"New mixtape from 211 ""Product Of The Block 2""",yes,4802,,5499,30,4,2/17/2012,yes,Product Of The Block 2,20,46193
Digiwaxx,Erick Sermon,sponsored,no,"The Legendary DeqSquad presents one of the illest compilations of all time featuring the Defsquad Soldiers along with their ride or die allies to give you, the listener A BREATH OF FRESH AIR.",yes,42746,,31705,169,5,2/16/2012,yes,Breath Of Fresh Air,23,177675
IAmMixtapes,Scooter Smiff,exclusive,no,"Scooter Smiff debuts mixtape, First Period! If you are unfamiliar with Scooter, he is best known as the first artist signed to CBE Records by Chris Brown at the age of nine. He is now 16 and ready for the world to hear what he has to say! Production on the mixtape include Coop, Osinachi (Wale), J Dot, Rey Reel, Price Tag (Audio Push), Hit Boy (Jay Z/Kanye West), and Mo Chedda (Keyshia Cole).",yes,4718,,7799,34,4,2/16/2012,yes,First Period,14,83404
Da_ChiiNk,Rebel Gang,sponsored,no,New mixtape from Rebel Gang hosted by DJ Greg Street & DJ Bobby Black. Follow them @WeAreRebelGang,yes,786,DJ Greg Street & DJ Bobby Black,1946,12,4,2/16/2012,yes,In Rebels We Trust,15,15948
Da_ChiiNk,South Side,sponsored,no,Presented by Bricksquad Monopoly & 808 Mafia.,yes,4621,Trap-A-Holics,10785,28,4,2/15/2012,yes,It's A Southside Track Pt 2,19,43430
flybeats09,I-20,sponsored,no,"New mixtape from DTP artist I-20 ""Celebrity Rehab""",yes,7543,,6319,25,4,2/15/2012,yes,Celebrity Rehab,16,45723
Hiphopfan1994,Tyga,sponsored,no,"Tyga's forth and very hard to find mixtape, uploaded in celebration of Tyga's Sophomore album Careless World: Rise Of The Last King set to drop 2/21/12.",yes,4278,DJ Nice,9028,38,4,2/15/2012,yes,Slaughterhouse,16,50253
flybeats09,Yelawolf & Ed Sheeran,sponsored,no,New free EP from Yelawolf & UK singer Ed Sheeran,yes,72822,,74905,366,5,2/14/2012,yes,Slumdon Bridge,4,345344
Da_ChiiNk,Marcus Manchild,sponsored,no,"New mixtape from Houston, Texas rapper Marcus Manchild hosted by DJ Smallz. Follow him @MarcusManchild",yes,5324,DJ Smallz,7015,13,5,2/14/2012,yes,Freak 14,11,38494
flybeats09,J Valentine,sponsored,no,"New mixtape from J Valentine ""Love & Other Drugs""",yes,10301,,10062,42,5,2/14/2012,yes,Love & Other Drugs,7,63738
IAmMixtapes,The Kid Daytona,exclusive,no,"The Kid Daytona is back and this time heâ€™s recruited Big Dawg Pitbull  â€œDJ Ted Smoothâ€ for his latest installment â€œAint Shit Sweetâ€ just in time for Valentines Day. This LP will take you on a ride back in the day when R&B songs were what the ladies, G's & the Hustlers rocked out to! Youâ€™ve never heard classics remixed this way. On this LP The Kid Daytona once again demonstrates his ultimate cool aura & wordplay, while DJ Ted Smooth ""The Remix King"" provides the â€œBoom Bapâ€ samples & blends. 

Sit back 

Relax
Press play... Zone Out.",yes,7504,DJ Ted Smooth,10104,35,5,2/14/2012,yes,Ain't Shit Sweet,15,77088
IAmMixtapes,Tony Yayo,exclusive,no,"New mixtape from G-Unit's Tonya Yayo.  The second installment in the ""El Chapo"" series.  Hosted by DJ Superstar Jay.",yes,21906,DJ Superstar Jay,30315,141,4,2/14/2012,yes,El Chapo 2,12,165800
IAmMixtapes,Jon Connor,exclusive,no,New mixtape from Jon Connor,yes,36089,Dj Green Lantern,35965,159,5,2/14/2012,yes,The Blue Album,15,201999
IAmMixtapes,Freck Billionaire,exclusive,no,"New mixtape from West Philly Freck, Freck Billionaire ""Benefit of the Drought"" hosted by DJ Estacks",yes,22488,DJ Estacks,37168,100,5,2/14/2012,yes,Benefit Of The Drought,16,173729
IAmMixtapes,Raheem Devaughn,exclusive,no,"New mixtape from Raheem Devaughn ""Destination Loveland"" Presented by 368 Music Group & Hosted by Snoop Dogg",yes,49873,368 Music Group,39773,120,5,2/14/2012,yes,Destination: Loveland,14,248837
flybeats09,Nipsey Hussle,sponsored,no,"Nipsey compiles 9 left over tracks from TMC to bring you ""TMC: X-Tra Laps""",yes,161268,,175054,632,5,2/13/2012,yes,The Marathon Continues: X-Tra Laps,9,675797
IAmMixtapes,Aleon Craft,exclusive,no,"New mixtape from Aleon Craft ""Cosmic Valentine"" presented by SMKA and powered by DatPiff",yes,3304,SMKA,4893,14,4,2/13/2012,yes,Cosmic Valentine,7,38320
IAmMixtapes,Kalenna,exclusive,no,New mixtape from Kalenna of Dirty Money,yes,11270,,12334,62,5,2/13/2012,yes,Chamber Of Diaries,17,98912
Da_ChiiNk,Bobby V,sponsored,no,New mixtape from Bobby V hosted by DJ Smallz. Follow him @BobbyV,yes,16094,DJ Smallz,18967,45,5,2/13/2012,yes,V Day,11,79875
flybeats09,A-Mafia,exclusive,no,"New mixtape from A-Mafia ""Under The Scope"". Follow on twitter: www.twitter.com/MAFIATHEBOSS",yes,18951,,32268,95,5,2/13/2012,yes,Under The Scope,18,141084
IAmMixtapes,Pries,exclusive,no,Glue Crew Presents the New Official Free Album from Pries. Please visit http://www.iampries.com/,yes,19085,,21987,86,5,2/12/2012,yes,No Glue 2,18,137142
flybeats09,Jae Millz,exclusive,no,"The 4th installment to Jae Millz' ""Virgo"" series hosted by DJ ill Will",yes,23226,Dj ill Will & YMCMB,32674,95,4,2/10/2012,yes,The Virgo 4: How Nasty Can He Get,16,164373
IAmMixtapes,Chase N. Cashe,exclusive,no,"New mixtape from Chase N Cashe ""The Heir Up There"" hosted by DJ Drama",yes,19442,DJ Drama,27867,76,4,2/10/2012,yes,The Heir Up There,17,189998
IAmMixtapes,Pill,exclusive,no,"New mixtape from Pill ""The Epidemic"" hosted by DJ Holiday.  Follow on twitter @Pill4180 @DJHoliday @DatPiffmixtapes",yes,24022,DJ Holiday,31966,96,5,2/9/2012,yes,The Epidemic,16,220061
flybeats09,Willie The Kid,sponsored,no,New Free EP from Willie The Kid. R.I.P. J. Dilla,yes,7126,,10175,35,5,2/8/2012,yes,Dilla Forever,8,51256
IAmMixtapes,Cookin Soul,exclusive,no,"New instrumental mixtape from the hit makers Cookin Soul. ""The Beat Tape Vol .1"" is hosted by Don Cannon and features all original production from Cookin Soul.  Follow on twitter @cookinsoul @doncannon @datpiffmixtapes",yes,34082,Don Cannon & DatPiff.com,70291,68,5,2/7/2012,yes,The Beat Tape Vol. 1,24,250745
flybeats09,Killa Kyleon,sponsored,no,"Leftover songs from Killa Kyleon's last mixtape ""Candy Paint N Texas Plates 2""",yes,17643,,22039,76,5,2/7/2012,yes,Songs That Didn't Make CPTP2,23,106897
Da_ChiiNk,Rich Kidz,sponsored,no,"New mixtape from Rich Kidz hosted by DJ Spinz, DJ Pretty Boy Tank, DJ Swamp Izzo. Follow them @RICHKIDz4L",yes,52542,"DJ Spinz, DJ Pretty Boy Tank & DJ Swamp Izzo",51476,129,5,2/7/2012,yes,Everybody Eat Bread,21,239842
flybeats09,Coke Boy Brock,exclusive,no,"New mixtape from Brock of Coke Boys hosted by DJ Cash Crook, Coke Juice & DJ A Skillz",yes,1918,"DJ Cash Crook, Coke Juice & DJ A Skillz",4261,24,5,2/6/2012,yes,The Blackout,18,51597
IAmMixtapes,Gucci Mane,exclusive,no,"It's been a while, but Gucci Mane is back on his mixtape 'ish with the latest release of his new mixtape ""Trap Back."" With features from 2 Chainz, Waka Flocka, Future, Yo Gotti & more along with production from Mike Will, Sonny Digital, Zaytoven, Lex Lugar, Drumma Boy & more! Follow on twitter @Gucci1017 @DJHoliday @DatPiffmixtapes",yes,809929,DJ Holiday,1034872,1807,5,2/5/2012,yes,Trap Back,19,3405424
IAmMixtapes,Curren$y,sponsored,no,"New surprise EP from Spitta ""Here"".  Happy Super Bowl Sunday.  Follow on twitter @currensy_spitta",yes,233348,,267887,693,5,2/5/2012,yes,Here (EP),5,899660
Da_ChiiNk,Nasty Mane & Project Pat,sponsored,no,New mixtape from Nasty Mane & Project Pat hosted by DJ Smallz. Follow @nastymane901 & @ProjectPatHcp.,yes,12677,DJ Smallz,19031,56,5,2/5/2012,yes,Belly On Full,23,74814
flybeats09,808 Mafia,sponsored,no,Instrumentals from some of Bricksquad's various producers aka 808 Mafia,yes,22357,Trap-A-Holics,64475,125,5,2/2/2012,yes,808 Mafia,23,175364
flybeats09,Reed Dollaz,exclusive,no,"New mixtape from Reed Dollaz ""Reedadelphia 1.5""",yes,11936,Dolla Day Ent,24820,59,5,2/2/2012,yes,Reedadelphia 1.5,10,107180
flybeats09,Wooh Da Kid,sponsored,no,The Best Of Wooh Da Kid aka Wooh Da King hosted by Trap-A-Holics and Southside On The Track,yes,20404,Trap-A-Holics,34907,62,5,2/2/2012,yes,Strap-A-Holics 1.5 (The Best Of Wooh Da King),40,121532
alibrett,Tinashe,sponsored,no,"â€˜IN CASE WE DIEâ€™, a mixtape that she hopes will make lovers and all others appreciate the time that we have left on Earth â€“ before it may be too late. The conceptual mixtape comes from an inner sanctum of heartache and vibrant love â€“ an emotional cocktail bound to produce powerful art. Tinashe spent eighteen straight days working on the project, which she wrote, produced, and recorded herself, in the confines of her bedroom.",yes,79591,,102426,427,5,2/1/2012,yes,In Case We Die,15,386444
flybeats09,FKi,sponsored,no,"New mixtape from FKi ""Transformers N The Hood""",yes,5126,,5255,35,5,2/1/2012,yes,Transformers N The Hood,16,39111
flybeats09,Testme,exclusive,no,"After announcing an upcoming project, hosted by DJ Scream, TestMe (pronounced Test-Me) releases his newest single, â€œParty Hardâ€. In anticipation of his national release on February 1, 2012, TestMe is dropping a new music video daily throughout the month of January.

TestMe, well known in the mid-Atlantic region, was featured with Young Jeezy, Lil Wayne, and Jim Jones on the Scream Tour and has had four previous radio singles. He currently has two hot new songs with platinum recording artist SisQo (of Dru Hill) and Billboard Chart topping artist Future (Billboard hit â€œTony Montanaâ€). TestMe co-produced and co-engineered both of the songs with these artists.

This first single, entitled â€œParty Hardâ€, is a classic party anthem. The track and vocals guarantee that â€œParty Hardâ€ will dominate hip-hop airwaves through 2012. The futuristic epic feel, mixed with TestMeâ€™s lyrical flow, blend seamlessly to create a track, which is sure to keep the streets live and keep the clubs jumping. 

The video for â€œParty Hardâ€ and the highly anticipated mixtape, â€œEverything Greenâ€, hosted by DJ Scream, will be released on February 1, 2011.",yes,8755,DJ Scream,21677,113,4,2/1/2012,yes,Everything Green,18,200228
LilBtheBasedGod,"Lil B ""The BasedGod""",exclusive,no,"WHITE FLAME IS HERE! FEAT HITS SUCH AS ""TINY PANTS BITCH"", ""NEVA SWITCH"", ""SURRENDER TO ME"", ""IM FABIO"", ""IM DOWN 4 HIRE"", ""Dirty Game"",""Watch Yo Bitch"" THIS IS ALMOST COMPLETE! HAVE YOU COLLECTED ALL THE FLAMES? AS WELL AS OTHER LIL B RARE MUSIC? - Lil B

http://www.facebook.com/LILBTHEBASEDGOD

https://twitter.com/#!/lilbthebasedgod",yes,78957,"""The BasedGod""",92623,701,4,1/31/2012,yes,White Flame,21,392030
flybeats09,Lil Lody,sponsored,no,New mixtape from producer/ rapper Lil Lody,yes,2324,Traps n Trunks,4578,17,5,1/31/2012,yes,Last Of My Kind,12,42714
dlo117,Rasheeda,sponsored,no,Rasheeda release the highly anticipated 4th installment of her BBM series. Boss Bitch Music Vol. 4,yes,11666,DJ A-ONE,9721,42,5,1/31/2012,yes,Boss Bitch Music Vol 4,26,60002
flybeats09,Horseshoe G.A.N.G,exclusive,no,New mixtape from Horseshoe G.A.N.G hosted by DJ Far,yes,31635,DJ Far,25168,164,5,1/31/2012,yes,Ambitions AZ A Writer,17,168561
flybeats09,Cris Cab,exclusive,no,New mixtape from Cris Cab presented by Billionaire Boys Club,yes,29725,Billionaire Boys Club,31424,124,5,1/31/2012,yes,Echo Boom,12,144044
iGotMixtapes24,Kendrick Lamar,sponsored,no,"This Is The Kendrick Lamar Experience: The Beginning Of The Story Of The Good Kid, That Just Wants To Rap. Released Late 2009. Follow @Kendrick_Lamar. And Support The Movement.",yes,224353,Top Dawg Ent,357900,1041,5,1/30/2012,yes,Kendrick Lamar (EP),15,1328181
IAmMixtapes,T-Rex,exclusive,no,"New mixtape from T-Rex ""I Hate T-Rex #D"" Hosted by DJ Spazo",yes,6005,DJ Spazo,15516,38,4,1/27/2012,yes,I Hate T-Rex 3D,17,71419
flybeats09,Alley Boy,sponsored,no,New mixtape from Alley Boy hosted by The Empire,yes,28300,The Empire,33004,137,4,1/26/2012,yes,Nigganati,15,140566
IAmMixtapes,Maino,exclusive,no,"New mixtape from ""Mr Hustle Hard"" Maino ""I Am Who I Am: The Album Before The Album"" Follow on twitter @Mainohustlehard @djgreenlantern @djinfamousATL",yes,54308,DJ Green Lantern & DJ Infamous,72276,164,5,1/26/2012,yes,I Am Who I Am,22,272912
roconcommand,Slim Of 112,sponsored,no,"Slim of 112 returns with his new mixtape ""Cruisin' Da City vol. 1""  featuring the snippet of his new single for 2012 ""Baby Baby"" ft. Biggie prod. by Roc On Command, other production includes Oddz-n-Endz, Play and Skillz, Drumma Boy",yes,16344,DJ Lyte & DJ Lucky Calhoun,23436,55,5,1/26/2012,yes,Cruisin' Da City Vol 1,16,121876
IAmMixtapes,Emilio Rojas,exclusive,no,"New mixtape from Emilio Rojas ""Breaking Point"" Hosted by DJ Green Lantern & Presented by Billionaire Boys Club.  Follow on twitter @EmilioRojas",yes,27696,DJ Green Lantern & Billionaire Boys Club,32845,140,5,1/26/2012,yes,Breaking Point,13,172651
flybeats09,Young Buck,sponsored,no,New mixtape from Young Buck hosted by DJ Crisis & Drumma Boy,yes,105086,DJ Crisis,131788,484,5,1/24/2012,yes,Live Loyal Die Rich,20,510202
IAmMixtapes,Masspike Miles,exclusive,no,"New mixtape from MMG's Masspike Miles ""Say Hello To Forever"" Follow on twitter @MasspikeMiles",yes,41526,MMG,38884,131,5,1/24/2012,yes,Say Hello To Forever,13,194925
IAmMixtapes,Soulja Boy & Young L,exclusive,no,"New mixtape from Soulja Boy & Young L ""Mario & Domo vs. The World"" Follow on twitter @SouljaBoy",yes,30261,SODMG Ent.,46157,179,4,1/24/2012,yes,Mario & Domo Vs. The World,11,186282
IAmMixtapes,Saigon,exclusive,no,"The long anticipated 3rd installment to the ""Warning Shots"" series by Saigon.  Follow on twitter @therealSaigon",yes,52792,,52978,169,5,1/24/2012,yes,Warning Shots 3: One Foot In The Grave,19,248755
flybeats09,Gilbere Forte,sponsored,no,New mixtape from Gilbere Forte hosted by Terry Urban,yes,10728,Terry Urban,11892,54,5,1/23/2012,yes,YOTD (Year Of The Dragon),18,58892
IAmMixtapes,Elle Varner,sponsored,no,"New mixtape from Elle Varner ""Conversational Lush."" Elle currently has one of the hottest records on radio with ""Only Wanna Give It To You"" feat. J Cole.",yes,92862,,61065,240,5,1/23/2012,yes,Conversational Lush,13,317343
IAmMixtapes,Rockie Fresh,exclusive,no,"New mixtape from Rockie Fresh ""Driving 88""",yes,147048,DJ Ill Will,124830,316,5,1/23/2012,yes,Driving 88,16,517372
IAmMixtapes,Chip Tha Ripper,exclusive,no,"New mixtape from Chip Tha Ripper ""Tell Ya Friends""",yes,171267,,154166,352,5,1/23/2012,yes,Tell Ya Friends,22,536821
IAmMixtapes,The Cool Kids,exclusive,no,"A collection of instrumentals from The Cool Kids ""Gone Fishing: Instrumentals"" Hosted by Don Cannon",yes,109738,,327830,338,4,1/21/2012,yes,Gone Fishing: Instrumentals,16,729651
ICH_215,Young Savage,sponsored,no,"Young Savage [ICH GANG] from Philly releases highly anticipated album-mixtape Savage World 3 , DOWNLOAD ON ITUNES and murders the game. Twitter : @YoungSavage215 contact dasaintent@gmail.com",yes,6366,Inner City Hustlers,17687,57,5,1/21/2012,yes,Savage World 3,20,64508
Da_ChiiNk,Young Scooter,sponsored,no,"New mixtape from Young Scooter ""Married To The Streets"" hosted by DJ Green Lantern, DJ Swamp Izzo & DJ Smallz. Follow him @1YOUNGSCOOTER.",yes,57858,"DJ Green Lantern, DJ Swamp Izzo & DJ Smallz",72533,119,5,1/21/2012,yes,Married To The Streets,22,265754
IAmMixtapes,Mod Sun,exclusive,no,"This album was recorded entirely in one night & in ONE TAKE. If a ""mistake"" occurred, we kept it movin...creating prefect imperfections. It features acoustic renditions of classic MOD SUN songs. Guitar & additional vocals done by Pat Brown. Movement On Dreams x Stand Under None. Hippy Hop. #FriendBase.
modsunmusic.com
twitter.com/MODSUN
facebook.com/FriendBase",yes,18142,,18136,66,5,1/19/2012,yes,First Take,13,106414
